company,company_clean,founded_year,country,city,industry,total_funding_usd,funding_rounds,valuation_usd,joined_date
SWORD Health,swordhealth,2015.0,United States,New York,Health,0.0,0,2000000000.0,2021-11-22
SafetyCulture,safetyculture,2004.0,Australia,Sydney,Internet,3000000.0,1,1600000000.0,2021-05-03
SalesLoft,salesloft,2011.0,United States,Atlanta,Internet,18000.0,2,1100000000.0,2021-01-06
Salt Security,saltsecurity,2016.0,United States,Palo Alto,Cybersecurity,0.0,0,1400000000.0,2022-02-10
SaltPay,saltpay,2019.0,United Kingdom,London,Fintech,0.0,0,1000000000.0,2021-04-09
SambaNova Systems,sambanovasystems,2017.0,United States,Palo Alto,Data,0.0,0,5000000000.0,2021-04-13
Savage X Fenty,savagexfenty,2018.0,United States,El Segundo,E-commerce & direct-to-consumer,0.0,0,1200000000.0,2021-03-16
Scalable Capital,scalablecapital,2014.0,Germany,Munich,Fintech,0.0,0,1400000000.0,2021-06-08
Scalapay,scalapay,2019.0,Italy,Milan,Fintech,0.0,0,1000000000.0,2022-02-23
Scale AI,scaleai,2018.0,United States,San Francisco,Artificial intelligence,0.0,0,7300000000.0,2019-08-05
Scandit,scandit,2009.0,Switzerland,Zurich,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2022-02-09
Scopely,scopely,2011.0,United States,Culver City,Mobile & telecommunications,8500000.0,1,3300000000.0,2019-10-29
SeekOut,seekout,2017.0,United States,Bellevue,Internet,0.0,0,1200000000.0,2022-01-12
Seismic,seismic,2010.0,United States,San Diego,Internet,0.0,0,3000000000.0,2018-12-18
SellerX,sellerx,2020.0,Germany,Berlin,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2021-12-09
Sendbird,sendbird,2013.0,United States,San Mateo,Mobile & telecommunications,0.0,0,1050000000.0,2021-04-06
Sennder,sennder,2015.0,Germany,Berlin,"Supply chain, logistics, & delivery",0.0,0,1100000000.0,2021-01-14
Sentry,sentry,2011.0,United States,San Francisco,Other,0.0,0,1000000000.0,2021-02-18
ServiceTitan,servicetitan,2012.0,United States,Glendale,Internet,0.0,0,9500000000.0,2018-11-14
ShareChat,sharechat,2015.0,India,Bengaluru,Internet,0.0,0,3700000000.0,2021-04-08
Shield AI,shieldai,2015.0,United States,San Diego,Artificial intelligence,0.0,0,1000000000.0,2021-08-24
Shift Technology,shifttechnology,2014.0,France,Paris,Artificial intelligence,0.0,0,1000000000.0,2021-05-05
ShipBob,shipbob,2014.0,United States,Chicago,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2021-06-29
Shippo,shippo,2013.0,United States,San Francisco,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2021-06-02
Shukun Technology,shukuntechnology,2017.0,China,Beijing,Other,0.0,0,1000000000.0,2021-08-16
Shulan Health,shulanhealth,2015.0,China,Hangzhou,Health,0.0,0,1000000000.0,2021-03-01
SiFive,sifive,2015.0,United States,San Mateo,Hardware,0.0,0,3000000000.0,2022-03-16
Side,side,2017.0,United States,San Francisco,Internet,0.0,0,2500000000.0,2021-03-22
Sidecar Health,sidecarhealth,2018.0,United States,El Segundo,Fintech,0.0,0,1000000000.0,2021-01-26
Sift,sift,2011.0,United States,San Francisco,Artificial intelligence,4666789.0,3,1000000000.0,2021-04-22
Signifyd,signifyd,2011.0,United States,San Jose,Fintech,2000000.0,1,1340000000.0,2021-04-15
Sila Nanotechnologies,silananotechnologies,2011.0,United States,Alameda,Other,0.0,0,3300000000.0,2019-04-16
Sisense,sisense,2004.0,United States,New York,Data,10000000.0,1,1100000000.0,2020-01-09
Skims,skims,2019.0,United States,Los Angeles,E-commerce & direct-to-consumer,0.0,0,3200000000.0,2021-04-09
Sky Mavis,skymavis,2019.0,Vietnam,Ho Chi Minh City,Internet,0.0,0,3000000000.0,2021-10-04
Skydance Media,skydancemedia,2010.0,United States,Santa Monica,Other,0.0,0,2300000000.0,2020-02-11
Skydio,skydio,2014.0,United States,Redwood City,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2021-02-25
Slice,slice,2015.0,India,Bengaluru,Fintech,37425999.0,3,1000000000.0,2021-11-28
SmartAsset,smartasset,2012.0,United States,New York,Fintech,2400000.0,2,1000000000.0,2021-06-24
SmartHR,smarthr,2013.0,Japan,Tokyo,Fintech,0.0,0,1600000000.0,2021-06-08
SmartMore,smartmore,2019.0,China,Shenzhen,Other,0.0,0,1200000000.0,2021-06-24
SmartNews,smartnews,2012.0,Japan,Tokyo,Mobile & telecommunications,0.0,0,2000000000.0,2019-08-05
SmartRecruiters,smartrecruiters,2010.0,United States,San Francisco,Internet,15460000.0,2,1500000000.0,2021-07-20
SnapLogic,snaplogic,2006.0,United States,San Mateo,Internet,34800000.0,4,1000000000.0,2021-12-13
Snapdeal,snapdeal,2008.0,India,New Delhi,E-commerce & direct-to-consumer,202000000.0,4,1000000000.0,2014-05-21
Snapdocs,snapdocs,2012.0,United States,San Francisco,Fintech,0.0,0,1500000000.0,2021-05-25
Snorkel AI,snorkelai,2019.0,United States,Palo Alto,Artificial intelligence,0.0,0,1000000000.0,2021-08-09
Snyk,snyk,2015.0,United States,Boston,Cybersecurity,0.0,0,8600000000.0,2020-01-21
Socar,socar,2012.0,South Korea,Jeju-do,Auto & transportation,0.0,0,1000000000.0,2020-10-16
Socure,socure,2012.0,United States,New York,Cybersecurity,1700000.0,1,4500000000.0,2021-03-16
Solo.io,soloio,2017.0,United States,Cambridge,Internet,0.0,0,1000000000.0,2021-10-07
Solugen,solugen,2016.0,United States,Houston,Other,0.0,0,1500000000.0,2021-09-10
Somatus,somatus,2016.0,United States,McLean,Health,0.0,0,2500000000.0,2022-02-23
SonderMind,sondermind,2014.0,United States,Denver,Health,0.0,0,1420000000.0,2021-07-28
Sorare,sorare,2019.0,France,Paris,E-commerce & direct-to-consumer,0.0,0,4300000000.0,2021-09-21
SouChe Holdings,soucheholdings,2012.0,China,Hangzhou,E-commerce & direct-to-consumer,0.0,0,3000000000.0,2017-11-01
SoundHound,soundhound,2005.0,United States,Santa Clara,Artificial intelligence,4000000.0,3,2100000000.0,2018-05-03
Sourcegraph,sourcegraph,2013.0,United States,San Francisco,Internet,0.0,0,2620000000.0,2021-07-13
SpaceX,spacex,2002.0,United States,Hawthorne,Other,0.0,0,100300000000.0,2012-12-01
SparkCognition,sparkcognition,2013.0,United States,Austin,Artificial intelligence,0.0,0,1400000000.0,2022-01-25
Spendesk,spendesk,2015.0,France,Paris,Fintech,0.0,0,1500000000.0,2022-01-18
Spiber,spiber,2007.0,Japan,Tsuruoka,Other,0.0,0,1220000000.0,2021-09-08
Spinny,spinny,2015.0,India,Gurugram,E-commerce & direct-to-consumer,0.0,0,1750000000.0,2021-11-24
Splashtop,splashtop,2006.0,United States,San Jose,Internet,45500000.0,4,1000000000.0,2021-01-27
SpotOn,spoton,2017.0,United States,San Francisco,Fintech,5000000.0,1,3150000000.0,2021-05-26
Spotter,spotter,2019.0,United States,Los Angeles,Fintech,0.0,0,1700000000.0,2022-02-16
Spring Health,springhealth,2016.0,United States,New York,Health,0.0,0,2000000000.0,2021-09-16
Staffbase,staffbase,2014.0,Germany,Chemnitz,Internet,0.0,0,1000000000.0,2022-03-15
Standard,standard,2017.0,United States,San Francisco,Artificial intelligence,0.0,0,1000000000.0,2021-02-17
Star Charge,starcharge,2014.0,China,Changzhou,Auto & transportation,0.0,0,2410000000.0,2021-05-19
Starburst,starburst,1999.0,United States,Boston,Data,0.0,0,3350000000.0,2021-01-06
StarkWare,starkware,2018.0,Israel,Netanya,Cybersecurity,0.0,0,2000000000.0,2021-11-17
Starling Bank,starlingbank,2014.0,United Kingdom,London,Fintech,0.0,0,1950000000.0,2021-03-08
Starry,starry,2014.0,United States,Boston,Mobile & telecommunications,0.0,0,1290000000.0,2018-07-03
Stash,stash,2015.0,United States,New York,Fintech,0.0,0,1400000000.0,2021-02-03
StockX,stockx,2016.0,United States,Detroit,E-commerce & direct-to-consumer,0.0,0,3800000000.0,2019-06-26
StoreDot,storedot,2012.0,Israel,Herzliya,Other,0.0,0,1500000000.0,2022-01-04
Strava,strava,2009.0,United States,San Francisco,Internet,16100000.0,2,1500000000.0,2020-11-16
Stripe,stripe,2010.0,United States,San Francisco,Fintech,40000000.0,4,95000000000.0,2014-01-23
Stytch,stytch,2020.0,United States,San Francisco,Cybersecurity,0.0,0,1000000000.0,2021-11-18
SumUp,sumup,2011.0,United Kingdom,London,Fintech,20000000.0,2,1000000000.0,2019-07-16
Sunbit,sunbit,2016.0,United States,Los Angeles,Fintech,0.0,0,1100000000.0,2021-05-20
Swiggy,swiggy,2014.0,India,Bengaluru,"Supply chain, logistics, & delivery",0.0,0,10700000000.0,2018-06-21
Swile,swile,2016.0,France,Montpellier,Fintech,0.0,0,1000000000.0,2021-10-11
Symphony,symphony,2014.0,United States,New York,Fintech,750000.0,4,1400000000.0,2017-05-16
Sysdig,sysdig,2013.0,United States,San Francisco,Cybersecurity,0.0,0,2500000000.0,2021-04-28
TELD,teld,2014.0,China,Qingdao,Fintech,0.0,0,1120000000.0,2019-12-16
TERMINUS Technology,terminustechnology,2015.0,China,Beijing,Hardware,0.0,0,1000000000.0,2018-10-25
TUNGEE,tungee,2016.0,China,Guangzhou,Other,0.0,0,1300000000.0,2021-12-15
Tackle.io,tackleio,2016.0,United States,Boise,Internet,0.0,0,1250000000.0,2021-12-21
Talkdesk,talkdesk,2011.0,United States,San Francisco,Internet,0.0,0,10000000000.0,2018-10-03
TalkingData,talkingdata,2013.0,China,Beijing,Mobile & telecommunications,10000000.0,1,1300000000.0,2021-01-06
TangoMe,tangome,2009.0,United States,Mountain View,Mobile & telecommunications,0.0,0,1100000000.0,2014-03-20
Tanium,tanium,2007.0,United States,Kirkland,Cybersecurity,812497.0,1,9000000000.0,2015-03-31
Tarana Wireless,taranawireless,2009.0,United States,Milpitas,Mobile & telecommunications,14142157.0,2,1000000000.0,2022-03-23
TaxBit,taxbit,2018.0,United States,Draper,Fintech,0.0,0,1500000000.0,2021-08-04
Tealium,tealium,2008.0,United States,San Diego,Internet,27200000.0,3,1200000000.0,2021-02-03
TechStyle Fashion Group,techstylefashiongroup,2010.0,United States,El Segundo,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2014-08-29
Tekion,tekion,2016.0,United States,San Ramon,Internet,0.0,0,3500000000.0,2020-10-21
Temporal,temporal,2019.0,United States,Bellevue,Internet,0.0,0,1500000000.0,2022-02-16
Tempus,tempus,2015.0,United States,Chicago,Health,0.0,0,8100000000.0,2018-03-21
TensTorrent,tenstorrent,2016.0,Canada,Toronto,Artificial intelligence,0.0,0,1000000000.0,2021-05-05
Tezign,tezign,2015.0,China,Shanghai,Internet,0.0,0,1000000000.0,2021-11-02
The Bank of London,thebankoflondon,2018.0,United Kingdom,London,Fintech,0.0,0,1100000000.0,2021-11-30
The Brandtech Group,thebrandtechgroup,2015.0,United States,New York,Other,0.0,0,1000000000.0,2019-11-19
The Zebra,thezebra,2012.0,United States,Austin,E-commerce & direct-to-consumer,4500063.0,2,1000000000.0,2021-04-12
Thirty Madison,thirtymadison,1993.0,United States,New York,Health,0.0,0,1000000000.0,2021-06-02
Thought Machine,thoughtmachine,2014.0,United Kingdom,London,Fintech,0.0,0,1000000000.0,2021-11-29
ThoughtSpot,thoughtspot,2012.0,United States,Sunnyvale,Internet,0.0,0,4200000000.0,2018-05-08
Thrasio,thrasio,2018.0,United States,Walpole,Other,0.0,0,10000000000.0,2020-07-15
Thumbtack,thumbtack,2008.0,United States,San Francisco,E-commerce & direct-to-consumer,18200000.0,3,3200000000.0,2015-09-29
Tier,tier,2018.0,Germany,Berlin,Travel,0.0,0,2000000000.0,2021-10-25
Timescale,timescale,2015.0,United States,New York,Internet,0.0,0,1000000000.0,2022-02-22
Tipalti,tipalti,2010.0,United States,San Mateo,Fintech,0.0,0,8300000000.000001,2020-10-06
Tonal,tonal,2015.0,United States,San Francisco,E-commerce & direct-to-consumer,0.0,0,1600000000.0,2021-03-31
Tongdun Technology,tongduntechnology,2013.0,China,Hangzhou,Cybersecurity,0.0,0,1320000000.0,2019-04-25
Toss,toss,2013.0,South Korea,Seoul,Fintech,0.0,0,7400000000.0,2018-12-09
Tractable,tractable,2014.0,United Kingdom,London,Artificial intelligence,0.0,0,1000000000.0,2021-06-16
Trade Republic,traderepublic,2015.0,Germany,Berlin,Fintech,0.0,0,5300000000.0,2021-05-20
Trader Interactive,traderinteractive,2015.0,United States,Norfolk,Other,0.0,0,1630000000.0,2021-05-12
Tradeshift,tradeshift,2009.0,United States,San Francisco,Fintech,24000000.0,2,2700000000.0,2018-05-30
TradingView,tradingview,2011.0,United States,Westerville,Fintech,118000.0,1,3000000000.0,2021-10-14
Transcarent,transcarent,2020.0,United States,San Francisco,Health,0.0,0,1620000000.0,2022-01-11
Transmit Security,transmitsecurity,2014.0,Israel,Tel Aviv,Cybersecurity,0.0,0,2740000000.0,2021-06-22
TravelPerk,travelperk,2015.0,Spain,Barcelona,Travel,0.0,0,1300000000.0,2022-01-12
Traveloka,traveloka,2012.0,Indonesia,Jakarta,Travel,0.0,0,3000000000.0,2017-01-01
Trax,trax,2010.0,Singapore,Artificial intelligence,Other,0.0,0,1300000000.0,2019-07-22
Trendy Group International,trendygroupinternational,1999.0,Hong Kong,Kowloon,Consumer & retail,0.0,0,2000000000.0,2012-02-13
Tresata,tresata,2011.0,United States,Charlotte,Fintech,1250000.0,2,1000000000.0,2018-10-10
TrialSpark,trialspark,2014.0,United States,New York,Health,0.0,0,1000000000.0,2021-09-30
TripActions,tripactions,2015.0,United States,Palo Alto,Travel,0.0,0,7250000000.0,2018-11-08
Tripledot,tripledot,2017.0,United Kingdom,London,Mobile & telecommunications,0.0,0,1000000000.0,2022-02-14
Tripledot Studios,tripledotstudios,2017.0,United Kingdom,London,Mobile & telecommunications,0.0,0,1400000000.0,2022-02-14
TrueLayer,truelayer,2016.0,United Kingdom,London,Fintech,0.0,0,1000000000.0,2021-09-21
Truepill,truepill,2016.0,United States,Hayward,Health,0.0,0,1600000000.0,2021-10-27
Trulioo,trulioo,2011.0,Canada,Vancouver,Cybersecurity,2300000.0,2,1750000000.0,2021-06-07
Trumid,trumid,2014.0,United States,New York,Fintech,0.0,0,2400000000.0,2020-07-15
TuJia,tujia,2011.0,China,Beijing,Travel,0.0,0,1500000000.0,2015-06-17
Tubatu.com,tubatucom,2008.0,China,Shenzhen,E-commerce & direct-to-consumer,0.0,0,2000000000.0,2015-03-09
Tuhu,tuhu,2011.0,China,Shanghai,Auto & transportation,0.0,0,1160000000.0,2018-09-15
Turing,turing,2018.0,United States,Palo Alto,Internet,0.0,0,1100000000.0,2021-12-20
UBTECH Robotics,ubtechrobotics,2012.0,China,Shenzhen,Hardware,0.0,0,4580000000.0,2016-07-25
UISEE Technology,uiseetechnology,2016.0,China,Beijing,"Supply chain, logistics, & delivery",0.0,0,1080000000.0,2021-01-25
Uala,uala,2017.0,Argentina,Buenos Aires,Fintech,0.0,0,2450000000.0,2021-08-13
Udaan,udaan,2016.0,India,Bengaluru,"Supply chain, logistics, & delivery",0.0,0,3100000000.0,2018-09-04
Unacademy,unacademy,2015.0,India,Bengaluru,Edtech,0.0,0,3440000000.0,2020-09-02
Unico,unico,2007.0,Brazil,Sao Paulo,Artificial intelligence,0.0,0,1000000000.0,2021-08-03
Uniphore,uniphore,2008.0,United States,Palo Alto,Other,0.0,0,2500000000.0,2022-02-16
Unisound,unisound,2012.0,China,Beijing,Artificial intelligence,0.0,0,1310000000.0,2018-07-19
Unite Us,uniteus,2014.0,United States,New York,Health,2000000.0,1,1700000000.0,2021-03-17
United Imaging Healthcare,unitedimaginghealthcare,2011.0,China,Shanghai,Health,0.0,0,5000000000.0,2017-09-15
Unqork,unqork,2017.0,United States,New York,Fintech,0.0,0,2000000000.0,2020-10-06
UpGrad,upgrad,2015.0,India,Mumbai,Edtech,0.0,0,1200000000.0,2021-08-09
Upgrade,upgrade,2016.0,United States,San Francisco,Fintech,0.0,0,6280000000.0,2018-02-12
Uplight,uplight,2019.0,United States,Boulder,Other,0.0,0,2000000000.0,2021-03-03
Upstox,upstox,2010.0,India,Mumbai,Fintech,0.0,0,3400000000.0,2021-11-29
Uptake,uptake,2014.0,United States,Chicago,Artificial intelligence,14000000.0,3,2300000000.0,2015-10-27
Urban Company,urbancompany,2014.0,India,Gurgaon,E-commerce & direct-to-consumer,0.0,0,2100000000.0,2021-04-27
VAST Data,vastdata,2016.0,United States,New York,Data,0.0,0,3700000000.0,2020-04-16
VIPKid,vipkid,2013.0,China,Beijing,Edtech,0.0,0,4500000000.0,2016-08-04
VOI,voi,2018.0,Sweden,Stockholm,Travel,0.0,0,1000000000.0,2021-12-21
VTS,vts,2012.0,United States,New York,Internet,0.0,0,1000000000.0,2019-05-07
Vagaro,vagaro,2009.0,United States,Dublin,Internet,0.0,0,1000000000.0,2021-11-03
Valgen Medtech,valgenmedtech,2015.0,China,Hangzhou,Health,0.0,0,1000000000.0,2021-05-06
Varo Bank,varobank,2015.0,United States,San Francisco,Fintech,0.0,0,2500000000.0,2021-09-09
Vectra Networks,vectranetworks,2011.0,United States,San Jose,Artificial intelligence,0.0,0,1200000000.0,2021-04-29
Vedantu,vedantu,2014.0,India,Bengaluru,Edtech,400000.0,1,1000000000.0,2021-09-29
Veepee,veepee,2001.0,France,La Plaine Saint-Denis,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2007-07-02
Veev,veev,2008.0,United States,San Mateo,Internet,0.0,0,1000000000.0,2022-02-24
Veho,veho,2016.0,United States,Boulder,"Supply chain, logistics, & delivery",0.0,0,1500000000.0,2021-12-21
Venafi,venafi,2000.0,United States,Salt Lake City,Cybersecurity,16000000.0,2,1150000000.0,2020-12-10
VerbIT,verbit,2016.0,United States,New York,Artificial intelligence,0.0,0,2000000000.0,2021-06-08
Vercel,vercel,2015.0,United States,San Francisco,Internet,0.0,0,2500000000.0,2021-06-23
Veriff,veriff,2015.0,Estonia,Tallinn,Artificial intelligence,0.0,0,1500000000.0,2022-01-26
Verkada,verkada,2016.0,United States,San Mateo,Cybersecurity,0.0,0,1600000000.0,2020-01-29
Vestiaire Collective,vestiairecollective,2009.0,France,Paris,E-commerce & direct-to-consumer,31725050.0,3,1700000000.0,2021-03-01
Via,via,2012.0,United States,New York,Auto & transportation,0.0,0,3300000000.0,2020-03-30
Vice Media,vicemedia,1994.0,United States,Brooklyn,Internet,0.0,0,5700000000.0,2011-04-02
VideoAmp,videoamp,2014.0,United States,Los Angeles,Internet,0.0,0,1400000000.0,2021-10-21
Vinted,vinted,2008.0,Lithuania,Vilnius,E-commerce & direct-to-consumer,0.0,0,4530000000.0,2019-11-27
Virta Health,virtahealth,2015.0,United States,San Francisco,Health,0.0,0,2000000000.0,2020-12-02
Vise,vise,2016.0,United States,New York,Fintech,0.0,0,1000000000.0,2021-05-18
Visier,visier,2010.0,Canada,Vancouver,Internet,21000000.0,2,1000000000.0,2021-06-29
Vista Global,vistaglobal,2004.0,United Arab Emirates,Dubai,Other,0.0,0,2500000000.0,2017-08-23
Volocopter,volocopter,2011.0,Germany,Bruchsal,Auto & transportation,0.0,0,2000000000.0,2022-03-04
Voodoo,voodoo,2013.0,France,Paris,Other,0.0,0,2310000000.0,2020-08-17
Vox Media,voxmedia,2011.0,United States,Washington,Internet,61132220.0,6,1000000000.0,2015-08-12
Vuori,vuori,2015.0,United States,Carlsbad,E-commerce & direct-to-consumer,0.0,0,4000000000.0,2021-10-13
WEMAKEPRICE,wemakeprice,2009.0,South Korea,Seoul,E-commerce & direct-to-consumer,0.0,0,2340000000.0,2015-09-09
WM Motor,wmmotor,2015.0,China,Shanghai,Auto & transportation,0.0,0,5000000000.0,2019-03-08
WTOIP,wtoip,2013.0,China,Guangzhou,Internet,0.0,0,1000000000.0,2018-04-08
Wacai,wacai,2009.0,China,Hangzhou,Mobile & telecommunications,0.0,0,1000000000.0,2018-07-18
Watershed,watershed,2019.0,United States,San Francisco,Internet,0.0,0,1000000000.0,2022-02-08
Wave,wave,2018.0,Senegal,Dakar,Fintech,1400000.0,1,2000000000.0,2021-09-07
Wayflyer,wayflyer,2019.0,Ireland,Dublin,Fintech,0.0,0,1600000000.0,2022-02-01
We Doctor,wedoctor,2010.0,China,Hangzhou,Health,0.0,0,7000000000.0,2015-09-22
WeBull,webull,2016.0,China,Changsha,Fintech,0.0,0,1000000000.0,2021-02-18
WeLab,welab,2013.0,Hong Kong,Fintech,Other,0.0,1,1000000000.0,2017-11-08
WeRide,weride,2017.0,China,Guangzhou,Auto & transportation,0.0,0,4400000000.0,2020-12-23
Webflow,webflow,2012.0,United States,San Francisco,Internet,0.0,2,2100000000.0,2021-01-13
Weee!,weee,2015.0,United States,Fremont,"Supply chain, logistics, & delivery",0.0,0,4099999999.9999995,2021-03-16
Weights & Biases,weightsbiases,2017.0,United States,San Francisco,Internet,0.0,0,1000000000.0,2021-10-13
Weilong Foods,weilongfoods,1999.0,China,Luohe,Consumer & retail,0.0,0,11000000000.0,2021-05-08
Wenheyou,wenheyou,2013.0,China,Hunan,Other,0.0,0,1550000000.0,2021-04-17
Whatnot,whatnot,2019.0,United States,Marina del Rey,E-commerce & direct-to-consumer,0.0,0,1500000000.0,2021-09-16
Whoop,whoop,2012.0,United States,Boston,E-commerce & direct-to-consumer,0.0,0,3600000000.0,2020-10-28
Wildlife Studios,wildlifestudios,2011.0,Brazil,Sao Paulo,Other,0.0,0,3000000000.0,2019-12-05
Wiz,wiz,2020.0,Israel,Tel Aviv,Cybersecurity,0.0,0,6000000000.0,2021-03-17
Womai,womai,2009.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2015-10-12
Workato,workato,2013.0,United States,Mountain View,Internet,0.0,0,5700000000.0,2021-01-12
Workhuman,workhuman,1999.0,Ireland,Dublin,Internet,0.0,0,1200000000.0,2020-06-23
Workrise,workrise,2014.0,United States,Austin,Internet,0.0,0,2900000000.0,2019-09-30
Worldcoin,worldcoin,2019.0,United States,San Francisco,Fintech,0.0,0,3000000000.0,2021-06-29
Wrapbook,wrapbook,2018.0,United States,New York,Fintech,0.0,0,1000000000.0,2021-11-10
XForcePlus,xforceplus,2015.0,China,Shanghai,Internet,0.0,0,1000000000.0,2021-06-01
Xendit,xendit,2014.0,Indonesia,Jakarta,Fintech,0.0,0,1000000000.0,2021-09-14
XiaoZhu,xiaozhu,2012.0,China,Beijing,Travel,0.0,0,1500000000.0,2017-11-01
Xiaobing,xiaobing,2020.0,China,Beijing,Fintech,0.0,0,1000000000.0,2021-07-12
Xiaoe Tech,xiaoetech,2015.0,China,Shenzhen,Internet,0.0,0,1000000000.0,2021-06-15
Xiaohongshu,xiaohongshu,2013.0,China,Shanghai,E-commerce & direct-to-consumer,0.0,0,20000000000.0,2016-03-31
Ximalaya FM,ximalayafm,2012.0,China,Shanghai,Mobile & telecommunications,0.0,0,1520000000.0,2017-09-22
Xinchao Media,xinchaomedia,2007.0,China,Chengdu,Internet,0.0,0,2000000000.0,2018-04-09
Xingsheng Selected,xingshengselected,2009.0,China,Changsha,E-commerce & direct-to-consumer,0.0,0,8000000000.0,2020-07-22
Xingyun Group,xingyungroup,2015.0,China,Shenzhen,E-commerce & direct-to-consumer,0.0,0,2000000000.0,2020-09-24
Xpressbees,xpressbees,2012.0,India,Pune,"Supply chain, logistics, & delivery",0.0,0,1200000000.0,2022-02-09
XtalPi,xtalpi,2014.0,China,Shenzhen,Artificial intelligence,0.0,0,2000000000.0,2021-08-11
YH Global,yhglobal,1997.0,China,Shenzhen,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2017-09-21
YITU Technology,yitutechnology,2012.0,China,Shanghai,Artificial intelligence,0.0,0,2170000000.0,2018-03-08
Yanolja,yanolja,2005.0,South Korea,Seoul,Travel,0.0,0,1000000000.0,2019-06-10
Yaoshibang,yaoshibang,2015.0,China,Guangzhou,Health,0.0,0,1350000000.0,2021-06-15
Yello Mobile,yellomobile,2012.0,South Korea,Seoul,Mobile & telecommunications,0.0,0,4000000000.0,2014-11-11
Yidian Zixun,yidianzixun,2021.0,China,Beijing,Mobile & telecommunications,0.0,0,1400000000.0,2017-10-17
Yiguo,yiguo,2005.0,China,Shanghai,"Supply chain, logistics, & delivery",0.0,0,1200000000.0,2016-11-09
Yijiupi,yijiupi,2014.0,China,Beijing,Consumer & retail,0.0,0,1500000000.0,2018-09-20
Yimidida,yimidida,2015.0,China,Shanghai,"Supply chain, logistics, & delivery",0.0,0,1170000000.0,2019-01-14
Yipin Shengxian,yipinshengxian,2017.0,China,Hefei,E-commerce & direct-to-consumer,0.0,0,1490000000.0,2019-03-11
YipitData,yipitdata,2008.0,United States,New York,Internet,0.0,0,1000000000.0,2021-12-06
Yixia,yixia,2011.0,China,Beijing,Mobile & telecommunications,0.0,0,3000000000.0,2015-11-24
Ynsect,ynsect,2011.0,France,Evry,Other,0.0,0,1000000000.0,2019-02-21
Yotpo,yotpo,2011.0,United States,New York,Internet,2300000.0,2,1400000000.0,2021-03-18
Youxia Motors,youxiamotors,2014.0,China,Shanghai,Auto & transportation,0.0,0,3350000000.0,2018-04-02
Yuanfudao,yuanfudao,2012.0,China,Beijing,Edtech,0.0,0,15500000000.0,2017-05-31
Yuanqi Senlin,yuanqisenlin,2016.0,China,Beijing,Consumer & retail,0.0,0,15000000000.0,2020-03-01
Yuga Labs,yugalabs,2021.0,United States,Miami,Fintech,0.0,0,4000000000.0,2022-03-22
YugaByte,yugabyte,2016.0,United States,Sunnyvale,Data,0.0,0,1300000000.0,2021-10-28
YunQuNa,yunquna,2015.0,China,Shanghai,"Supply chain, logistics, & delivery",0.0,0,1500000000.0,2021-06-29
Yunxuetang,yunxuetang,2011.0,China,Suzhou,Edtech,0.0,0,1000000000.0,2021-03-29
ZEPZ,zepz,2010.0,United Kingdom,London,Fintech,0.0,0,5000000000.0,2021-08-23
Zapier,zapier,2011.0,United States,Sunnyvale,Internet,1200000.0,2,4000000000.0,2021-01-14
Zego,zego,2016.0,United Kingdom,London,Fintech,0.0,0,1100000000.0,2021-03-09
ZenBusiness,zenbusiness,2015.0,United States,Austin,Fintech,0.0,0,1700000000.0,2021-11-09
Zenefits,zenefits,2013.0,United States,San Francisco,Fintech,2100000.0,1,4500000000.0,2015-05-06
Zenoti,zenoti,2010.0,United States,Bellevue,Internet,0.0,0,1500000000.0,2020-12-15
Zeta,zeta,2015.0,United States,San Francisco,Fintech,0.0,0,1450000000.0,2021-05-24
Zetwerk,zetwerk,2018.0,India,Bengaluru,Internet,0.0,0,2500000000.0,2021-08-20
Zhaogang,zhaogang,2012.0,China,Shanghai,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2017-06-29
Zhuan Zhuan,zhuanzhuan,2015.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2017-04-18
Zhubajie,zhubajie,2006.0,China,Chongqing,Internet,0.0,0,2000000000.0,2015-06-16
Zihaiguo,zihaiguo,2018.0,China,Chongqing,Consumer & retail,0.0,0,1000000000.0,2021-05-06
Zilch,zilch,2018.0,United Kingdom,London,Fintech,0.0,0,2000000000.0,2021-11-10
Zipline,zipline,2014.0,United States,South San Francisco,"Supply chain, logistics, & delivery",0.0,0,2800000000.0,2019-05-20
Ziroom,ziroom,2011.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,6600000000.0,2018-01-17
ZocDoc,zocdoc,2007.0,United States,New York,Health,97000000.0,4,1800000000.0,2015-08-20
ZongMu Technology,zongmutechnology,2013.0,China,Shanghai,Auto & transportation,0.0,0,11400000000.0,2021-06-03
Zopa,zopa,2005.0,United Kingdom,London,Fintech,33900000.0,5,1000000000.0,2021-10-19
